advertised_in_this_codex_session,skill,family,verdict,use,reason,path,resolved_path,lines,sha256
True,accessibility,agents,Revise,Core,"Keep the capability. Correct large-text contrast thresholds from 18px/14px bold to 18pt/14pt bold, approximately 24px/18.67px. Keep keyboard and assistive-technology verification.",/Users/wulymammoth/.agents/skills/accessibility/SKILL.md,/Users/wulymammoth/.agents/skills/accessibility/SKILL.md,440,65021e9ccab70165539db82070257d4e2e2c7d7b0f857825299da2e4a7a8704c
True,excel-live-control,codex-plugin:spreadsheets,Keep,Managed,Distinct from file authoring: operates a registered live Excel workbook. Useful only when the add-in/session route is selected; no live workbook connection was tested.,/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.904.11930/skills/excel-live-control/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.904.11930/skills/excel-live-control/SKILL.md,294,8eaf019809f570fba2592052522251ff2b5c9b0d3ca7eca9bbf1fe5a6f82c84b
True,brainstorming,codex-plugin:superpowers,Keep,Core,Owns the Visual Companion and approved PNG Design Lock. Preserve the full workflow and its supporting server assets; retain your existing authorization across its steps.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/brainstorming/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/brainstorming/SKILL.md,294,065147fe95bd1160fd3791be4cd901d3b1b6d7f872a02b961f9a040eefcb5225
True,dispatching-parallel-agents,codex-plugin:superpowers,Keep,Specialist,Useful for explicitly selected independent agent work. Not a reason to add delegation to every ordinary task.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/dispatching-parallel-agents/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/dispatching-parallel-agents/SKILL.md,167,1968923066f3b707eb01d1992cdf4c42284c3855f70253b9cd5000ff45fca13c
True,executing-plans,codex-plugin:superpowers,Keep,Specialist,Useful when resuming an approved written plan. Retain as part of the coherent Superpowers package.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/executing-plans/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/executing-plans/SKILL.md,64,c4c3d8b628c51114cd165fb8246fe02744cd8be180032328391252e653028d9b
True,finishing-a-development-branch,codex-plugin:superpowers,Revise,Core,"Keep delivery guidance; align it with your persistent commit/push/PR approvals, explicit merge approval, and ownership-aware cleanup. A worktree directory name alone does not establish cleanup authority.",/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/finishing-a-development-branch/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/finishing-a-development-branch/SKILL.md,225,8db5a922b242dd4e1bf824cb91c13b3e8d8e8a86d6ceaf7f0774eb9cce909d65
True,receiving-code-review,codex-plugin:superpowers,Revise,Core,Keep its evidence-led review discipline; replace its hardcoded gh comment reply instruction with your GitHub MCP-first policy.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/receiving-code-review/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/receiving-code-review/SKILL.md,205,091df1629510af1b92fc4abd6f96732ebedb4cb2c0f3457e8f2740b0504a2438
True,requesting-code-review,codex-plugin:superpowers,Keep,Core,Useful review handoff with a named base and result. A review request does not grant permission to post to GitHub.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/requesting-code-review/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/requesting-code-review/SKILL.md,95,d71cc01ba56d2325cf8af5f7c11837819b63ecd57de0bfdb812f7f3ff7751df8
True,subagent-driven-development,codex-plugin:superpowers,Keep,Specialist,Useful for approved multi-task execution. The installed version preserves Design Lock precedence; keep runtime tool adapters current.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/subagent-driven-development/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/subagent-driven-development/SKILL.md,578,e6be8a8736d469004b38d18ad2719cefcbef7a76c1d3b3ece0588050613c3b8d
True,systematic-debugging,codex-plugin:superpowers,Keep,Core,Useful root-cause procedure; complements installed-app debugging rather than replacing it.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/systematic-debugging/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/systematic-debugging/SKILL.md,283,808fc5717aa88ad65efff312b11c186294d3e6ee301afb584e2f86599b137787
True,test-driven-development,codex-plugin:superpowers,Keep,Core,Useful for behavior changes. Apply your practical TDD policy and proportional verification to mechanical edits.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/test-driven-development/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/test-driven-development/SKILL.md,320,bf1b8216e523851a411e91d429a7c1c2a173e79d88957bc78e348218d50edd54
True,using-git-worktrees,codex-plugin:superpowers,Revise,Core,Retain as fallback. Repository lifecycle tooling and the physical startup checkout must govern; generic create-and-cd instructions must not authorize cross-root implementation.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/using-git-worktrees/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/using-git-worktrees/SKILL.md,167,8cfb86f121269e8f7f12361e6795c4f6738828340e28964c9229d365666c9edd
True,using-superpowers,codex-plugin:superpowers,Revise,Core,Keep the plugin entry point. Narrow the 1% activation rule and correct the Codex reference that says full-history forks accept model overrides; current session tool instructions forbid that combination.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/using-superpowers/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/using-superpowers/SKILL.md,63,30f2ab78e20ddc27ee7158ae8d4a2abe161c360981c7cc3548070913142d3dc3
True,verification-before-completion,codex-plugin:superpowers,Keep,Core,Requires fresh evidence and preserves screenshot comparison plus human acceptance for Design Lock work.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/verification-before-completion/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/verification-before-completion/SKILL.md,137,4bf221717fac011f091caa85bf752776f9c82e39e87c5f496f99d66b3b15654e
True,writing-plans,codex-plugin:superpowers,Keep,Core,"Carries approved screenshots, file allowlists, and visual acceptance into implementation. Essential companion to visual brainstorming.",/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/writing-plans/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/writing-plans/SKILL.md,225,83a38d981ded61986b7752e64217cd051bb7010cea695ee8173531b06ab7815e
True,writing-skills,codex-plugin:superpowers,Keep,Specialist,Useful for complex behavioral evaluations of your fork. Use the bundled skill-creator for ordinary skill edits; do not turn every small edit into a large evaluation project.,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/writing-skills/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/superpowers-dev/superpowers/6.3.0/skills/writing-skills/SKILL.md,679,d34db5c8aed6a4e0440132bd0613aace70a693ec7819d5637ad77481d8e10d1b
True,template-creator,codex-plugin:template-creator,Keep,Specialist,Useful when explicitly saving reusable artifact templates; not needed for one-off outputs. Preserve as an optional capability.,/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/template-creator/26.904.11930/skills/template-creator/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-primary-runtime/template-creator/26.904.11930/skills/template-creator/SKILL.md,206,f1d14fd2847a2e879611a8b8f872f5dc4676a0607958d015274d2dc61e812deb
True,visualize,codex-plugin:visualize,Keep,Specialist,Useful for inline explanations and interactive comparisons. Complements the persistent browser review and acceptance workflow in Visual Companion.,/Users/wulymammoth/.codex/plugins/cache/openai-bundled/visualize/1.0.29/skills/visualize/SKILL.md,/Users/wulymammoth/.codex/plugins/cache/openai-bundled/visualize/1.0.29/skills/visualize/SKILL.md,514,be82c4e573ffe2fc0921a10f49eb690ce6f7c8a06acffb2789600be677720d05
False,brainstorming,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/brainstorming/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/brainstorming/SKILL.md,164,58353e42ac33396a4b3cc62e69df35f3d3f1d18e60877bf39d492c77dc6a928d
False,dispatching-parallel-agents,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/dispatching-parallel-agents/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/dispatching-parallel-agents/SKILL.md,182,76806091c7f923ba2596546b19cccd98a08e57a68745df77c3a7b998fe838e2b
False,executing-plans,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/executing-plans/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/executing-plans/SKILL.md,70,a711f83fb762e2ea0fa151f598893da9911a408895c91cc7a7e0770dd59a27b3
False,finishing-a-development-branch,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/finishing-a-development-branch/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/finishing-a-development-branch/SKILL.md,200,dd2f82c6dc8582b621f9eb57fcb65f557f88eadf872727ac81d0840ae12c504e
False,receiving-code-review,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/receiving-code-review/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/receiving-code-review/SKILL.md,213,c9382e92b8f32363566068ecfed19d3b2651eaf40d3942b24840f839dedfc406
False,requesting-code-review,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/requesting-code-review/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/requesting-code-review/SKILL.md,105,a5ff68586ccf62d1803cedeb71d60fd96ec05591d29c8d123196117eefd34cd0
False,subagent-driven-development,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/subagent-driven-development/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/subagent-driven-development/SKILL.md,277,081ad3869e55c80bf8f890b4768a90c0e8057daf94b1b6fadebfc85ea5b8304a
False,systematic-debugging,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/systematic-debugging/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/systematic-debugging/SKILL.md,296,4999cb851360485eca5074e727bbdd62ef20549c5d5b01216fcbf5831badb473
False,test-driven-development,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/test-driven-development/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/test-driven-development/SKILL.md,371,7dee67b4af6bdccc7a914ca34533184d64592d0f5b23aeae631538168db14994
False,using-git-worktrees,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/using-git-worktrees/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/using-git-worktrees/SKILL.md,218,de9dcde34840eee074047ec327d4ea6ca4954c5a73a6d874dc48f25fe46c9e7c
False,using-superpowers,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/using-superpowers/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/using-superpowers/SKILL.md,115,5fa548a85ce639dc6a2ea53607f9d405363c9b935004d0d95dc16e9629752d00
False,verification-before-completion,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/verification-before-completion/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/verification-before-completion/SKILL.md,139,ea52d15aabaf72bc6b558efe2c126f161b53961090ddcd712000273bfe8c7b6c
False,writing-plans,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/writing-plans/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/writing-plans/SKILL.md,145,d936159ad11f2e79ba8ae8b8653f87bb924ddaf78ae11dc3a424b4032ad1bd23
False,writing-skills,archived-superpowers,Leave dormant,Archive,Retained older Superpowers archive; not the active 6.3.0 plugin. Broken legacy symlink does not make this active.,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/writing-skills/SKILL.md,/Users/wulymammoth/.codex/superpowers/skills.archived-skill-budget-20260626/writing-skills/SKILL.md,655,d83a09d6a1c6976f6cc2f40addeae653a4a6eb5903097ebc365d90242e00e379
False,ctx,claude-local,Keep shared capability,Other agent,Shared link or separate per-agent installation. Follow the corresponding Codex specialist recommendation; do not count cross-agent portability as duplicate active Codex cost.,/Users/wulymammoth/.claude/skills/ctx/SKILL.md,/Users/wulymammoth/.claude/skills/ctx/SKILL.md,252,7f9b77506ef0149db93773f6ca0dd7bda64c25ff87e04afcd28e5d38b928a1e8
False,grill-me,claude-local,Keep shared capability,Other agent,Shared link or separate per-agent installation. Follow the corresponding Codex specialist recommendation; do not count cross-agent portability as duplicate active Codex cost.,/Users/wulymammoth/.claude/skills/grill-me/SKILL.md,/Users/wulymammoth/.agents/skills/grill-me/SKILL.md,10,74147eb6010a65957efef2b9e0f0b3ff935c1def7fc117697151b1d0f3610556
False,grill-with-docs,claude-local,Keep shared capability,Other agent,Shared link or separate per-agent installation. Follow the corresponding Codex specialist recommendation; do not count cross-agent portability as duplicate active Codex cost.,/Users/wulymammoth/.claude/skills/grill-with-docs/SKILL.md,/Users/wulymammoth/.agents/skills/grill-with-docs/SKILL.md,88,3e35025119ba03efe7983dfdec3c8b96918142e3978512f3c2bf66d428310c7e
False,gsd,claude-local,Retire shared discovery,Unused workflow,Claude reaches the same legacy GSD tree through a symlink; coordinate deactivation across agents without deleting project planning history.,/Users/wulymammoth/.claude/skills/gsd/SKILL.md,/Users/wulymammoth/.agents/skills/gsd/SKILL.md,241,fb83d9389fd1364cea82cc751f6e8a5098e60f66762ba1719a53020277102390
